_id,pin,number,total_amount
3511435,0005G00211000000,22,9.3
3511436,0005G00229000000,21,40.67
3511437,0005G00241000000,22,45.1
3511438,0005G00242000000,11,4.84
3511439,0005G00245000000,11,4.84
3511440,0005G00246000000,4,1031.26
3511441,0005G00248000000,22,9.3
3511442,0005G00265000000,7,32.83
3511443,0005G00269000000,22,10.76
3511444,0005G00280000000,15,28.08
3511445,0005G00287000000,2,175.96
3511446,0005G00289000000,22,13554.18
3511447,0005G00290000000,1,155.62
3511448,0005G00296000000,27,900.45
3511449,0005G00299000000,29,669.87
3511450,0005H00004000000,24,30.55
3511451,0005H00005000000,1,539.35
3511452,0005H00044000000,5,842.85
3511453,0005J00014000000,22,43.7
3511454,0005K00014000000,6,618.08
3511455,0005K00208000000,1,248.32
3511456,0005L00006000000,13,130.06
3511457,0005L00035000000,10,11.6
3511458,0005L00040000000,8,43.89
3511459,0005L00041000000,6,49.76
3511460,0005L00043000000,13,1216.42
3511461,0005L00047000000,22,10.76
3511462,0005L00048000000,27,99.16
3511463,0005L00055000000,18,1175.71
3511464,0005L00057000000,20,35.46
3511465,0005L00076000000,6,6.22
3511466,0005L00117000000,22,22.52
3511467,0005L00129000001,2,21.9
3511468,0005L00207000000,9,35945.2
3511469,0005L00207000001,38,23701.72
3511470,0005M00005000000,8,7.31
3511471,0005M00006000000,25,100.57
3511472,0005M00007000000,3,68.51
3511473,0005M00015000000,5,170.95
3511474,0005M00055000000,1,7.75
3511475,0005P00006000000,27,105.59
3511476,0005P00050000000,1,76.63
3511477,0005P00057000000,1,418.6
3511478,0005P00058000000,1,813.56
3511479,0005P00065000000,1,259.2
3511480,0005P00070000000,3,583.7
3511481,0005P00080000000,9,1216.46
3511482,0005P00094000000,15,10898.03
3511483,0005P00102000000,20,9100.15
3511484,0005P00128000000,1,13.06
3511485,0005P00153000000,1,236.97
3511486,0005P00170000000,1,501.84
3511487,0005R00025000000,1,96.96
3511488,0005R00030000000,1,87.98
3511489,0005R00150000000,2,21.38
3511490,0005R00200000000,2,29.08
3511491,0005S00009000000,8,40.65
3511492,0005S00010000000,8,12.31
3511493,0005S00023000000,8,18.93
3511494,0006A00002000000,16,1430.12
3511495,0006A00003000000,6,212.8
3511496,0006A00004000000,43,1942.65
3511497,0006A00006000000,9,156.41
3511498,0006A00010000000,1,65.13
3511499,0006A00012000000,16,436.94
3511500,0006A00014000000,17,1305.44
3511501,0006A00016000000,34,382.65
3511502,0006A00018000000,6,110.16
3511503,0006A00020000000,34,561.11
3511504,0006A00021000000,18,134.82
3511505,0006A00097000000,1,181.26
3511506,0006A00101000A00,1,1650.77
3511507,0006A00105000000,1,106.9
3511508,0006A00129000000,3,1640.17
3511509,0006A00143000000,3,345.68
3511510,0006A00190000000,1,64.25
3511511,0006A00255000000,16,206.25
3511512,0006A00275000000,19,3384.66
3511513,0006A00341000000,6,102.31
3511514,0006A00344000000,2,88.92
3511515,0006A00345000000,2,88.92
3511516,0006B00004000000,1,9.46
3511517,0006B00011000000,12,151.97
3511518,0006B00021000000,10,45.27
3511519,0006B00161000100,29,5667.15
3511520,0006B00162000000,31,1351.25
3511521,0006B00170000000,1,770.52
3511522,0006B00171000000,1,3.78
3511523,0006B00210000001,1,268.24
3511524,0006C00004000000,1,632.87
3511525,0006C00043000000,1,442.26
3511526,0006E00022000000,19,31.24
3511527,0006E00084000000,4,48.15
3511528,0006E00085000000,8,130.29
3511529,0006E00097000000,20,1741.14
3511530,0006E00099000000,34,2723.48
3511531,0006E00103000000,31,2297.5
3511532,0006E00108000000,7,49.42
3511533,0006E00110000000,7,12.22
3511534,0006E00114000000,7,31.77
3511535,0006E00150000000,1,153.36
3511536,0006E00200000000,1,5.04
3511537,0006E00227000000,3,1257.14
3511538,0006E00233000000,1,366.58
3511539,0006E00243000000,5,4194.84
3511540,0006E00244000000,2,97.68
3511541,0006F00009000000,8,19.55
3511542,0006F00015000000,1,178.79
3511543,0006F00020000000,1,238.25
3511544,0006F00031000000,3,4419.6
3511545,0006F00062000000,1,403.47
3511546,0006F00091000000,28,12975.8
3511547,0006F00098000000,3,2788.4
3511548,0006F00107000000,3,3524.1
3511549,0006F00117000000,1,331.84
3511550,0006F00127000000,4,3998.97
3511551,0006F00138000000,6,4855.06
3511552,0006F00174000000,3,2391.8
3511553,0006F00238000000,2,1059.92
3511554,0006F00259000000,13,3497.46
3511555,0006F00274000000,1,11.35
3511556,0006F00300000000,53,5309.48
3511557,0006G00014000000,1,374.14
3511558,0006G00032000000,1,23.15
3511559,0006G00040000000,2,71.31
3511560,0006G00057000000,2,88.97
3511561,0006G00058000000,10,13.92
3511562,0006G00129000000,1,504.69
3511563,0006G00133000000,10,15.08
3511564,0006G00169000000,1,316.24
3511565,0006G00172000000,3,1656.51
3511566,0006G00185000000,4,1887.31
3511567,0006G00208000000,2,4023.44
3511568,0006H00045000000,2,691.6
3511569,0006H00057000000,1,564.29
3511570,0006K00146000000,1,101.22
3511571,0006K00177000000,1,11.82
3511572,0006K00224000000,16,3875.77
3511573,0006K00228000000,8,1607.95
3511574,0006K00255000000,3,144.74
3511575,0006K00286000000,1,162.24
3511576,0006K00327000000,4,3265.64
3511577,0006L00034000000,3,569.7
3511578,0006L00044000000,2,159.72
3511579,0006L00058000000,41,603.33
3511580,0006L00097000000,1,325.42
3511581,0006L00199000000,1,8.44
3511582,0006L00204000A00,8,48.8
3511583,0006L00206000000,3,2694.83
3511584,0006L00302000000,5,4.03
3511585,0006L00326000000,13,9823.28
3511586,0006L00345000000,35,19213.68
3511587,0006L00352000000,2,53.61
3511588,0006M00012000000,1,918.82
3511589,0006M00024000200,2,4288.89
3511590,0006M00030030500,1,1636.62
3511591,0006M00030090600,1,394.49
3511592,0006M00030102100,1,10.4
3511593,0006M00177000000,1,440.36
3511594,0006M00235000000,3,453.49
3511595,0006M00312116601,1,262.04
3511596,0006M00312A11902,1,9274.48
3511597,0006M00312A16600,1,306.5
3511598,0006M00312B16600,1,95.26
3511599,0006M00312P40000,1,702.88
3511600,0006M00320000000,1,17.03
3511601,0006N00040000000,1,2979.9
3511602,0006N00052000000,3,977.05
3511603,0006N00053000000,29,10306.79
3511604,0006N00058000000,15,6044.33
3511605,0006N00059000000,14,5251.6
3511606,0006N00060000000,3,2993.48
3511607,0006N00062000000,1,225.15
3511608,0006N00100000000,3,674.04
3511609,0006P00061000000,3,3736.33
3511610,0006P00074000000,15,4201.37
3511611,0006P00076000000,5,4645.77
3511612,0006P00116000000,3,6.04
3511613,0006P00185000000,25,7167.96
3511614,0006P00200000001,2,8.2
3511615,0006P00225000000,3,1304.04
3511616,0006R00039000000,1,10.88
3511617,0006R00044000000,11,2611.9
3511618,0006R00046000000,22,1250.1
3511619,0006R00053000000,1,301.3
3511620,0006R00058000000,1,2.01
3511621,0006R00066000000,2,1069.16
3511622,0006R00070000000,11,172.08
3511623,0006R00072000000,6,28.09
3511624,0006R00074000000,6,159.38
3511625,0006R00084000000,1,178.85
3511626,0006R00125000000,28,4288.26
3511627,0006R00128000000,5,46.75
3511628,0006R00129000000,5,337.27
3511629,0006R00146000000,20,14.08
3511630,0006R00150000000,10,138.95
3511631,0006R00158000000,5,10.6
3511632,0006R00177000000,1,646.59
3511633,0006R00212000000,1,3.64
3511634,0006R00259000000,1,288.06
3511635,0006R00263000000,14,5035.87
3511636,0006R00286000000,5,3274.78
3511637,0006R00298000000,1,20
3511638,0006R00371000000,1,322.11
3511639,0006S00107000000,25,12996.53
3511640,0006S00111000000,1,16.89
3511641,0006S00125000000,14,9935.26
3511642,0006S00147000000,15,73.5
3511643,0007B00122000000,25,895.8
3511644,0007B00139000000,16,10975.08
3511645,0007B00142000000,2,575.2
3511646,0007B00146000000,19,1500.53
3511647,0007B00180000000,35,1866.86
3511648,0007B00190000000,1,80.3
3511649,0007B00201000000,1,2.84
3511650,0007B00202000000,1,1.89
3511651,0007B00203000000,1,1.89
3511652,0007B00204000000,1,3.31
3511653,0007B00207000000,34,812.82
3511654,0007B00207000B00,32,464.81
3511655,0007B00207000C00,8,132
3511656,0007B00208000A00,41,1169.63
3511657,0007B00212000000,32,691.41
3511658,0007B00223000000,28,5902.82
3511659,0007B00225000000,8,2134.1
3511660,0007B00238000000,2,394.81
3511661,0007B00257000000,4,3296.84
3511662,0007B00268000000,6,2152.98
3511663,0007B00276000000,30,10738.43
3511664,0007B00283000000,3,1045.32
3511665,0007B00285000000,21,267.34
3511666,0007B00286000000,1,25.07
3511667,0007B00291000000,4,1810.49
3511668,0007B00292000000,2,841.02
3511669,0007B00294000000,2,146.52
3511670,0007B00318000000,14,483.37
3511671,0007B00320000000,2,394.19
3511672,0007B00330000000,3,41.95
3511673,0007B00346000000,1,578.76
3511674,0007B00351000000,4,6414.83
3511675,0007B00359000000,1,9.85
3511676,0007B00363000000,2,49.6
3511677,0007B00371000000,2,293.04
3511678,0007B00377000000,2,49.36
3511679,0007B00379000000,25,1070.07
3511680,0007B00392000000,6,350.23
3511681,0007C00010000000,1,312.43
3511682,0007C00019000000,14,4166
3511683,0007C00022000000,3,4377.9
3511684,0007C00050000000,2,330.51
3511685,0007C00145000000,1,3333.04
3511686,0007C00148000000,2,228.05
3511687,0007C00150000000,4,335.12
3511688,0007C00205000000,4,943.8
3511689,0007D00139000000,1,1421.4
3511690,0007D00147000000,2,165.03
3511691,0007D00166000000,2,4510.3
3511692,0007D00167000000,1,496.18
3511693,0007D00169000000,1,602.6
3511694,0007D00172000000,1,5889.9
3511695,0007D00191000000,2,976.8
3511696,0007E00070000000,2,732.6
3511697,0007F00107000000,1,255.5
3511698,0007F00217000000,41,2950.99
3511699,0007F00260000000,48,7312.68
3511700,0007G00101000000,22,613.02
3511701,0007G00116000000,2,130.5
3511702,0007G00119000000,4,53.24
3511703,0007G00151000000,8,4889.8
3511704,0007G00165000A00,26,802.72
3511705,0007G00166000000,9,352.16
3511706,0007G00182000000,46,1705.5
3511707,0007G00253000000,14,134.75
3511708,0007G00270000000,5,11037.9
3511709,0007G00283000000,1,2677.5
3511710,0007G00306000000,3,623.88
3511711,0007G00309000000,1,145.68
3511712,0007G00313000000,3,6354.63
3511713,0007H00087000B00,21,1908.98
3511714,0007J00010000000,18,26.13
3511715,0007J00080000000,6,3075.9
3511716,0007N00018000000,8,9276.74
3511717,0007N00018000001,19,13111.04
3511718,0007N00042000000,7,150.06
3511719,0007N00052000000,8,75.01
3511720,0007N00054000000,8,133.05
3511721,0007N00059000000,7,78.41
3511722,0007N00060000000,10,141.91
3511723,0007N00064000000,9,83.2
3511724,0007N00066000000,2,244.4
3511725,0007N00067000000,31,1534.28
3511726,0007N00071000000,15,182.53
3511727,0007N00073000000,8,158.96
3511728,0007N00076000000,4,207.72
3511729,0007N00078000000,18,391.16
3511730,0007N00079000000,8,1109.77
3511731,0007N00089000000,1,10.5
3511732,0007N00090000000,9,402.1
3511733,0007N00092000000,19,994.65
3511734,0007N00113000000,13,20.72
3511735,0007N00116000000,9,3.03
3511736,0007N00119000000,21,153.84
3511737,0007N00122000000,2,4.16
3511738,0007N00125000000,1,40.2
3511739,0007N00128000000,27,3414.55
3511740,0007N00132000000,10,81.81
3511741,0007N00135000000,14,802.36
3511742,0007N00141000000,11,197.87
3511743,0007N00142000000,6,106.98
3511744,0007N00161000000,1,10.88
3511745,0007N00163000000,1,17.03
3511746,0007N00166000000,12,54.37
3511747,0007N00169000000,1,17.5
3511748,0007N00183000000,4,463.56
3511749,0007N00186000000,1,14.19
3511750,0007N00190000000,1,29.8
3511751,0007N00199000000,1,37.84
3511752,0007N00239000000,6,16.88
3511753,0007N00260000000,1,45.78
3511754,0007P00003000000,1,9.1
3511755,0007P00026000000,20,185.29
3511756,0007P00049000000,1,100.38
3511757,0007P00075000001,1,829.78
3511758,0007R00100000000,1,38.5
3511759,0008A00018000000,1,489.08
3511760,0008A00028000000,6,1138.54
3511761,0008A00045000000,1,183.83
3511762,0008A00046000000,1,114.91
3511763,0008A00145000000,2,632
3511764,0008C00025000000,3,211346.09
3511765,0008C00116000000,5,102.6
3511766,0008D00147000000,1,1780.37
3511767,0008D00175000000,5,688.74
3511768,0008D00180000400,1,285.2
3511769,0008D00180000F00,1,92.96
3511770,0008D00190000A00,1,131.31
3511771,0008D00190000B00,2,190.85
3511772,0008F00133000000,6,148.54
3511773,0008G00010000000,1,47.88
3511774,0008G00108000000,1,7619.04
3511775,0008G00133000000,3,574.56
3511776,0008G00134000000,3,597.24
3511777,0008H00025000000,10,2231.73
3511778,0008H00030000000,39,61155.57
3511779,0008H00044000000,1,305.97
3511780,0008H00044000A00,55,13709.69
3511781,0008H00105000000,4,58.45
3511782,0008H00105000A00,7,86.35
3511783,0008H00114000000,1,36.74
3511784,0008H00185000000,3,2419.2
3511785,0008H00199000000,3,846.72
3511786,0008H00200000000,3,423.36
3511787,0008H00201000000,3,676.62
3511788,0008H00204000000,3,1693.44
3511789,0008H00205000000,3,532.98
3511790,0008H00207000000,3,1077.3
3511791,0008H00208000000,3,597.24
3511792,0008H00283000000,8,132.2
3511793,0008J00030000000,1,15724.8
3511794,0008L00040000000,2,831.05
3511795,0008L00040000A00,1,75.6
3511796,0008L00041000000,2,1687.27
3511797,0008L00055000000,1,4249.08
3511798,0008L00080000000,1,3540.9
3511799,0008L00175000000,1,14493.28
3511800,0008M00110000000,4,195.12
3511801,0008S00029000000,1,79.84
3511802,0008S00137000000,1,17179.36
3511803,0009A00017000000,2,171.12
3511804,0009A00037000000,1,681.68
3511805,0009A00074000000,5,224.41
3511806,0009A00077000000,50,2428.54
3511807,0009A00080000000,3,7
3511808,0009A00195000000,1,10.73
3511809,0009A00197000000,63,4527.14
3511810,0009A00198000000,10,163.12
3511811,0009A00199000000,60,2383.51
3511812,0009A00200000000,60,2383.51
3511813,0009A00201000000,60,1830.52
3511814,0009A00204000000,60,2325.75
3511815,0009A00210000000,2,179.4
3511816,0009A00230000000,13,4064.14
3511817,0009B00007000000,1,109.5
3511818,0009B00014000000,6,116.67
3511819,0009B00016000000,4,758.09
3511820,0009B00019000000,6,320.22
3511821,0009B00035000000,5,2560.11
3511822,0009B00052000000,6,200.56
3511823,0009B00053000000,6,152.8
3511824,0009D00042000000,2,60
3511825,0009D00043000000,2,427.3
3511826,0009D00054000000,1,1130.92
3511827,0009D00129000000,2,4003.8
3511828,0009D00156000000,1,52.27
3511829,0009D00159000000,7,8718.12
3511830,0009D00163000000,1,3196.1
3511831,0009D00299000000,1,928.97
3511832,0009E00045000000,2,99.66
3511833,0009E00047000000,5,101.46
3511834,0009E00076000000,4,230
3511835,0009E00150000000,13,2233.59
3511836,0009E00200000900,1,150.79
3511837,0009H00135000000,16,58.82
3511838,0009H00144000000,9,58.63
3511839,0009H00145000000,1,2.96
3511840,0009H00147000000,1,6.98
3511841,0009H00150000000,1,0.99
3511842,0009H00152000000,1,4.94
3511843,0009H00166000000,7,15.8
3511844,0009H00172000000,9,29.72
3511845,0009H00174000000,7,75.85
3511846,0009H00189000000,3,161.71
3511847,0009J00030000000,1,60160.18
3511848,0009K00081000000,2,23361.75
3511849,0009K00082000000,3,17410.21
3511850,0009K00280000A00,6,1682.26
3511851,0009L00032000000,2,97.68
3511852,0009L00150000000,2,4004.88
3511853,0009L00150000001,33,8693.62
3511854,0009M00027000000,12,3.95
3511855,0009M00028000000,12,3.95
3511856,0009M00029000000,6,29.14
3511857,0009M00030000000,6,32.02
3511858,0009M00031000000,2,9
3511859,0009M00032000000,7,2.13
3511860,0009M00032000A00,1,1.55
3511861,0009M00038000000,1,0.99
3511862,0009M00044000000,1,32.88
3511863,0009M00059000000,1,7.6
3511864,0009M00073000000,5,1946.52
3511865,0009M00073000B00,1,118.65
3511866,0009M00080000000,1,1.98
3511867,0009M00083000000,9,124.74
3511868,0009M00085000000,4,114.82
3511869,0009M00090000000,2,48.58
3511870,0009M00091000000,4,224.04
3511871,0009M00092000000,10,249.23
3511872,0009M00094000000,29,1105.27
3511873,0009M00096000000,8,2624
3511874,0009M00099000000,7,4.22
3511875,0009M00099000A00,45,4534.03
3511876,0009M00100000000,31,21644.79
3511877,0009M00106000000,5,1588.16
3511878,0009M00109000000,1,5.43
3511879,0009M00110000000,1,4.65
3511880,0009M00110000A00,1,12.4
3511881,0009M00113000000,2,36.28
3511882,0009M00117000000,7,156.42
3511883,0009M00119000000,9,49.76
3511884,0009M00119000A00,8,42.46
3511885,0009M00119000B00,8,47.88
3511886,0009M00124000000,20,5269.46
3511887,0009M00125000000,10,6599.96
3511888,0009M00127000000,3,54.48
3511889,0009M00130000000,10,904.95
3511890,0009M00134000000,43,15116.64
3511891,0009M00136000000,40,23128.52
3511892,0009M00137000000,4,356.19
3511893,0009M00142000000,5,1079.48
3511894,0009M00143000000,4,233.89
3511895,0009M00146000000,17,328.16
3511896,0009M00147000000,2,167.86
3511897,0009M00154000300,1,340.56
3511898,0009M00159000000,1,381.43
3511899,0009M00159000300,8,7692.16
3511900,0009M00159000400,2,438.9
3511901,0009M00168000000,1,1.89
3511902,0009M00173000000,2,94
3511903,0009M00180000000,2,277.51
3511904,0009M00186000000,13,420.19
3511905,0009M00186000A00,2,134.28
3511906,0009M00187000000,2,203.66
3511907,0009M00188000000,14,533.88
3511908,0009M00190000000,1,311.71
3511909,0009M00191000000,4,2965
3511910,0009M00194000000,8,837.76
3511911,0009M00195000000,4,224.85
3511912,0009M00196000000,1,95.02
3511913,0009M00197000000,1,3.31
3511914,0009M00197000A00,1,3.31
3511915,0009M00198000000,2,70.45
3511916,0009M00200000A00,53,1815.06
3511917,0009M00202000000,4,163.33
3511918,0009M00203000000,9,271
3511919,0009M00204000000,2,67.14
3511920,0009M00206000000,2,67.14
3511921,0009M00207000000,2,71.62
3511922,0009M00218000000,23,5554.69
3511923,0009M00219000000,4,272.6
3511924,0009M00221000000,10,7447.38
3511925,0009M00223000000,1,16.65
3511926,0009M00224000000,4,3920.37
3511927,0009M00224000A00,2,64.75
3511928,0009M00226000000,1,85.14
3511929,0009M00227000000,1,2194.86
3511930,0009M00230000000,4,534.25
3511931,0009M00234000000,1,1710.57
3511932,0009M00237000000,6,2243
3511933,0009M00238000000,14,1432.98
3511934,0009M00243000000,33,20872.82
3511935,0009M00246000000,2,293.18
3511936,0009M00249000000,6,504.74
3511937,0009M00251000000,27,1644.52
3511938,0009M00251000A00,17,411.08
3511939,0009M00256000000,1,52.98
3511940,0009M00257000A00,44,8023.8
3511941,0009M00257000B00,1,405.71
3511942,0009M00258000000,17,392.21
3511943,0009M00258000A00,24,3815.68
3511944,0009M00259000200,18,11776.89
3511945,0009M00259000A00,1,321.01
3511946,0009M00259000C00,2,336.55
3511947,0009M00259000G00,2,166.9
3511948,0009M00259000J00,2,73.63
3511949,0009M00259001000,5,6384.9
3511950,0009M00269000000,1,97.68
3511951,0009M00270000000,65,1626.07
3511952,0009M00271000000,2,1207.84
3511953,0009M00277000000,2,96.24
3511954,0009M00278000000,60,1843
3511955,0009M00279000000,2,89.52
3511956,0009M00284000000,3,1230.59
3511957,0009M00290000000,2,161.45
3511958,0009M00294000000,2,146.52
3511959,0009M00295000000,2,135.7
3511960,0009M00296000000,1,13.6
3511961,0009M00299000000,1,422.26
3511962,0009M00300000000,11,507.61
3511963,0009M00310000000,1,109.9
3511964,0009M00312000000,2,152.18
3511965,0009M00322000000,2,877.49
3511966,0009M00323000000,29,954.01
3511967,0009N00039001B00,1,737.88
3511968,0009N00040000000,5,16001.7
3511969,0009N00078000000,1,3090.11
3511970,0009N00079000000,1,164.12
3511971,0009N00115000000,1,6795.12
3511972,0009N00141000000,1,5609.78
3511973,0009N00148000000,23,19308.9
3511974,0009N00158000000,7,86193.17
3511975,0009P00003000000,3,997.29
3511976,0009P00155000D00,5,40226.04
3511977,0009P00165000000,1,11107
3511978,0009P0017000A300,8,93573.06
3511979,0009P00202000000,2,11037.84
3511980,0009P00202000001,29,60118.89
3511981,0009R00138000000,2,449.14
3511982,0009R00142000000,2,488
3511983,0009R00146000000,4,1559.52
3511984,0009R00156000000,5,438.04
3511985,0009R00159000000,17,1829.21
3511986,0009R00160000000,1,75.9
3511987,0009R00163000000,9,181.95
3511988,0009R00164000000,6,198.34
3511989,0009R00165000000,1,58.25
3511990,0009R00166000000,8,199.91
3511991,0009R00187000000,3,22.87
3511992,0009S00030000000,2,1021.81
3511993,0009S00033000000,4,2135.3
3511994,0009S00034000000,5,1647.09
